Id,text
11590,"@gordonmcdowell Want to kill nuclear power? Have u noticed the hysteria being wound up over Zaporizhzhia? It's a convenient ploy to directly involve NATO &amp; an incident at the plant would put a stake thru the heart of any resurgence of nuclear tech. 
Somehow prevailing winds work bkwds in Europe. https://t.co/Pa4Fi5erqv"
11591,"@catturd2 Want to kill nuclear power? With the hysteria being wound up over Zaporizhzhia, it's a convenient ploy to directly involve NATO &amp; an incident at the plant would put a stake thru the heart of any resurgence of nuclear tech.
  
Somehow prevailing winds work bkwds in Europe https://t.co/w7GztHg1Ku"
11592,"Russia still hasn't blown up the #Zaporizhzhya #ZNPP #Zaporozhye nuclear power plant

It's just Ukrainian doom porn to distract you from them having no progress to report

""'Nuclear catastrophe ten times bigger than Chernobyl': Kyiv minister"" https://t.co/qntXKU2oYAâ¦"
11593,"@brix_rosa It's a possibility, a strong possibility, they keep fiddling around trying to have international incident with these nuclear power stations and Chernobyl

They've got a whole deck of cards filled with false flags

They thought about and perfected the system for thousands of years"
11594,"U.N. nuclear watchdog says no signs of any explosives on the nuclear power plant that Zelensky claims exist. Will Zelensky cause a false flag incident, perhaps?  https://t.co/RSYW1BdYHv"
11595,"@manuelbean @officejjsmart 1/
Did a LITTLE research. Found this article: https://t.co/MclPtZym8c
They agree Fukusima and Zap are same type. Most accidents not a problem. Air crash and even some artillery."
11596,Ukraine Emergency Crews Train For Nuclear Incident Amid Zaporizhzhya Plant Fears https://t.co/gB1ocvxjLL
11597,"Want to kill nuclear power? Have u noticed the hysteria being wound up over Zaporizhzhia? It's a convenient ploy to directly involve NATO &amp; an incident at the plant would put a stake thru the heart of any resurgence of nuclear tech. 
Somehow prevailing winds work bkwds in Europe. https://t.co/sL7AQhw90N"
11598,"@Mining_Atoms Speaking of bombs, have u noticed the hysteria being wound up over Zaporizhzhia? It will be a convenient ploy to directly involve NATO plus an incident at the plant would put a stake thru the heart of any resurgence of nuclear power. Somehow prevailing winds work bkwds in Europe. https://t.co/lGUY0UGT1q"
11599,"A provocation at the Zaporozhye NPP is planned from July 5 to 9 Ukrainian publics controlled by Kyiv do not hesitate to write about this.
The incident at the nuclear power plant, according to the logic of the Kyiv terrorists will dramatically change the agenda of the NATO summit https://t.co/xQw0ggNjP6"
11600,"A provocation at the Zaporozhye NPP is planned from July 5 to 9.
Ukrainian public controlled by Kyiv do not hesitate to write about this.
The incident at the nuclear power plant according to the logic of the Kyiv terrorists will dramatically change the agenda of the NATO summit. https://t.co/0AJkmm6aYm"
11601,"RUMOUR: ""Various unnamed European officials contacted authorities in Kiev and pressed them to avoid, or not to undertake, some kind of incident with the Zaporizhzhia nuclear power plant. 

The officials in Kiev, who may have included Zelensky himself, agreed to that.""
The Duran"
11602,"ðºð¸ ISW:

ð·ðº ðºð¦ #Russia likely continues setting informational conditions for a possible false flag attack against the #Zaporizhzhia Nuclear Power Plant but remains unlikely to cause a radiological incident at this time.

#RussianWarCrimes #ukraine #UkraineWar #UkraineRussiaWar https://t.co/a4n6fDvftt"
11603,"Moldova's border police responded to (dubious) reports of miles-long queues of Ukrainians at its borders, who were apparently fleeing in greater numbers after officials warned of a potential incident at the Zaporizhzhia Nuclear Power Plant. https://t.co/Dpze9Ak3LG"
11604,"#Ukraine Emergency Crews Train For Nuclear Incident Amid #Zaporizhzhya Plant Fears (video)
https://t.co/j57sr2EVHc #Russia #Putinswar"
11605,"@UN_News_Centre Chernobyl nuclear power plant explosion, 9/11 incident in the United States"
11606,"There is concern about the terrorist bombing incident at the Zaporizhia nuclear power plant. Why don't IAEA invite a few senior politicians from both Russia and Ukraine to stay at the plant?  

#IAEA
#Zaporizhia  #Ukraine 
#ÐÐ°Ð¿Ð¾ÑÐ¾Ð¶ÑÐºÐ°ÑÐÐ­Ð¡  #Ukraine 
#Russia #Ð Ð¾ÑÑÐ¸Ñ"
11607,"@mfa_russia @PresidenciaNI @mission_russian @RussiaUN @RusEmbUSA @EmbRusNicaragua @Dpol_un @StateDept Russia should use satellites and radar to closely monitor the fluctuations around the Ukraine nuclear power plant, because Zelensky is trying to blame Russia for destroying this plant as an excuse to call NATO to war, like the incident. Missiles fly into the land of Poland"
11608,"@tassagency_en Russia should use satellites and radar to closely monitor the fluctuations around the Ukraine nuclear power plant, because Zelensky is trying to blame Russia for destroying this plant as an excuse to call NATO to war, like the incident. Missiles fly into the land of Poland"
11609,"@MedvedevRussiaE Russia should use satellites and radar to closely monitor the fluctuations around the Ukraine nuclear power plant, because Zelensky is trying to blame Russia for destroying this plant as an excuse to call NATO to war, like the incident. Missiles fly into the land of Poland"
11610,"@jacksonhinklle Russia should use satellites and radar to closely monitor the fluctuations around the Ukraine nuclear power plant, because Zelensky is trying to blame Russia for destroying this plant as an excuse to call NATO to war, like the incident. Missiles fly into the land of Poland"
11611,Ukraine Emergency Crews Train For Nuclear Incident Amid Zaporizhzhya Plant Fears https://t.co/b0FRhqU3Mt
11612,@catoletters Many justifiably believe that the CIA will soon give the order to Zelensky to blow up the nuclear power plant.  The warmongers are desperate for a Gulf of Tonkin incident to trigger WW III with nuclear armed Russia.
11613,"Ros Atkins on... Ukrainian nuclear plant fears

The BBCâs Analysis Editor â¦@BBCRosAtkinsâ© looks at what we know about the allegations, and what they tell us about the risk of an incident at Europeâs largest nuclear power station. https://t.co/6BGXsQznev"
11614,"@HillBeverlyhill @brucewilson The only way to avoid Armageddon is proportionate retaliation by @NATO.  Appeasement simply invites escalation.  Destroying a nuclear power facility near Moscow would be an appropriate and proportionate response to any nuclear incident in Ukraine.

P.S. destroy a Russian dam too."
11615,Andy Vermaut shares:Ros Atkins on... the Zaporizhzhia nuclear power plant: The BBCâs Analysis Editor assesses the risk of an incident at the Ukrainian power station. Thank you  https://t.co/sQXagpWNTr https://t.co/936Yif1hoX
11616,"I wonder what it was that scared/killed the Russians at the #ZaporizhzhiaNuclearPowerPlant a year agoð¤

https://t.co/korPYjTqdl"
11617,"""Various unnamed European officials contacted the authorities in Kiev and pressed them to avoid, or not to undertake, some kind of incident with the Zaporizhzhia nuclear power plant. The officials in Kiev, who may have included Zelensky himself, agreed to that.""ð»"
11618,Other rumours are now circulating which include claims that over the course of yesterday and last night various #Western officials contacted #Kiev in order to avoid an attack on this #Zaporizhzhia  Nuclear Power Plant. Using this dirty bomb to simulate a nuclear incident toâ¦ https://t.co/WPkR3QRfpA
11619,Ukraine Emergency Crews Train For Nuclear Incident Amid Zaporizhzhya Plant Fears https://t.co/EQzXThtxrW https://t.co/atCdoNwpbQ
11620,"'Various unnamed European officials contacted the authorities in Kiev and pressed them to avoid, or not to undertake, some kind of incident with the Zaporizhzhia nuclear power plant'.

Ja EU, we are at the FO stage of FAFO. https://t.co/tPVfVBjKhj"
11621,Ukraine Emergency Crews Train For Nuclear Incident Amid Zaporizhzhya Plant Fears https://t.co/AqRbel39d7
11622,"â¢ï¸â ï¸ #Ukrainian warnings are becoming increasingly urgent that the #Russians are planning an incident at the #Zaporizhzhia nuclear power plant. The latest is that explosives have been set up on top of two of the reactor buildings. 

READ:
https://t.co/HewMCf8cHd"
11623,"RUMOUR: ""Various unnamed European officials contacted authorities in Kiev and pressed them to avoid, or not to undertake, some kind of incident with the Zaporizhzhia nuclear power plant. 

The officials in Kiev, who may have included Zelensky himself, agreed to that.""
The Duran"
11624,"@ZelenskyyUa or not to undertake,some kind of incident with the Zaporizhzhia nuclear power plant.The officials in Kiev, who may have included Zelensky himself,agreed to that.""Mercouris is generally cautious about making distinctions between rumour and fact,though it sounds totally plausible"
11625,"'""Various unnamed European officials contacted the authorities in Kiev and pressed them to avoid, or not to undertake, some kind of incident with the Zaporizhzhia nuclear power plant. The officials in Kiev, who may have included Zelensky himself, agreed to that.""' https://t.co/FvnkvOkwXT"
11626,From @FT: China tells Putin to stifle nuclear threats. China has multi-billion dollar investment in nuclear power that would be jeopardized by a nuclear incident in Ukraine: https://t.co/JA0vLOjdBi
11627,Ukraine Emergency Crews Train For Nuclear Incident Amid Zaporizhzhya Plant Fears https://t.co/7K0GSePDkt
11628,"Did I miss #OPEC oil ministers, officials being asked about demand, price implications of an incident, up to &amp; including catastrophic, involving Zaporizhzhia #nuclear power plant in Ukraine? Hard to see it helping civilian #oil demand.
#OOTT #ZaporizhzhiaNPP #Zaporizhzhia https://t.co/K3O03mxcnQ"
11629,KYIV â Ukraine and Russia are accusing each other of planning to attack one of the worldâs largest nuclear power plants. But neither side provided evidence to support their claims of an imminent threat to the facility in southeastern Ukraine that isâ¦ https://t.co/2ewVJ38pnP
